Data;Hora;Estacao;Codigo;Poluente;Valor;Unidade;Tipo
04/01/2022;12:00:00;Suape;PE06;MP10;22;ug/m3;Automática
04/01/2022;12:00:00;Suape;PE06;MP2.5;10;ug/m3;Automática
04/01/2022;12:00:00;Suape;PE06;NO2;1.83;ug/m3;Automática
04/01/2022;12:00:00;Suape;PE06;SO2;7.62;ug/m3;Automática
04/01/2022;13:00:00;Suape;PE06;CO;0.371;ug/m3;Automática
04/01/2022;13:00:00;Suape;PE06;MP10;32;ug/m3;Automática
04/01/2022;13:00:00;Suape;PE06;MP2.5;6;ug/m3;Automática
04/01/2022;13:00:00;Suape;PE06;NO2;1.41;ug/m3;Automática
04/01/2022;13:00:00;Suape;PE06;SO2;8.08;ug/m3;Automática
04/01/2022;14:00:00;Suape;PE06;CO;0.365;ug/m3;Automática
04/01/2022;14:00:00;Suape;PE06;MP10;22;ug/m3;Automática
04/01/2022;14:00:00;Suape;PE06;MP2.5;5;ug/m3;Automática
04/01/2022;14:00:00;Suape;PE06;NO2;1.54;ug/m3;Automática
04/01/2022;14:00:00;Suape;PE06;SO2;8.44;ug/m3;Automática
04/01/2022;15:00:00;Suape;PE06;CO;0.365;ug/m3;Automática
04/01/2022;15:00:00;Suape;PE06;MP10;17;ug/m3;Automática
04/01/2022;15:00:00;Suape;PE06;MP2.5;4;ug/m3;Automática
04/01/2022;15:00:00;Suape;PE06;NO2;1.13;ug/m3;Automática
04/01/2022;15:00:00;Suape;PE06;SO2;8.04;ug/m3;Automática
04/01/2022;16:00:00;Suape;PE06;CO;0.355;ug/m3;Automática
04/01/2022;16:00:00;Suape;PE06;MP10;23;ug/m3;Automática
04/01/2022;16:00:00;Suape;PE06;MP2.5;4;ug/m3;Automática
04/01/2022;16:00:00;Suape;PE06;NO2;1.04;ug/m3;Automática
04/01/2022;16:00:00;Suape;PE06;SO2;8.11;ug/m3;Automática
04/01/2022;17:00:00;Suape;PE06;CO;0.352;ug/m3;Automática
04/01/2022;17:00:00;Suape;PE06;MP10;31;ug/m3;Automática
04/01/2022;17:00:00;Suape;PE06;MP2.5;5;ug/m3;Automática
04/01/2022;17:00:00;Suape;PE06;NO2;2.88;ug/m3;Automática
